,uid,method,epsilon,mean_ql,kl_div,max_div,adv_err
0,22,ESSA,0.1,0.3348573360408393,0.05221440032592654,2.2095177177239713,0.7587757265277661
1,22,ESSA,0.30000000000000004,0.3347022890479203,0.052107632229984574,2.126482770490186,0.745322187066657
2,22,ESSA,0.5000000000000001,0.3345195546343816,0.052109368590244,2.119132351004933,0.7320032706162355
3,22,ESSA,0.7000000000000001,0.3343471597604341,0.05215005359147042,2.247925397350768,0.7188220736479445
4,22,ESSA,0.9000000000000001,0.3341584302908325,0.052252679021540474,2.3579507944724285,0.705781584700248
5,22,ESSA,1.1000000000000003,0.3339728093571889,0.05258205498729952,2.4146092608115373,0.692884680147916
6,22,ESSA,1.3000000000000003,0.3337815351358913,0.052491148748448097,2.3237983105504525,0.6801341201798528
7,22,ESSA,1.5000000000000004,0.33360181011727796,0.053000241389386714,2.381159226788656,0.66753254500288
8,22,ESSA,1.7000000000000004,0.33340275150542875,0.05305037368576188,2.3983832516166803,0.65508247128794
9,22,ESSA,1.9000000000000004,0.33318208541311123,0.0532958998082899,2.3767396787658166,0.6427862888741346
