,uid,method,epsilon,mean_ql,kl_div,max_div,adv_err
0,22,PL,0.2,1.5355704553371443,0.12279924242631522,,1.0278708182404899
1,22,OPT-LOC-DP,0.2,1.0640484788707998,0.041210661995638574,,1.048527158127206
2,22,OPT-SEM-IND,0.2,0.27050185933974386,0.046617284006774534,,1.0557965235326439
3,22,USS,0.2,0.6891732894760044,0.11400038451557805,,1.0686197482886852
4,22,ESSA,0.2,0.4018079472905919,0.11365409350280802,,1.065855627086877
5,54,PL,0.2,1.4940800942843682,0.1718320732941656,,0.8302615801576623
6,54,OPT-LOC-DP,0.2,0.8999254584595856,0.06638370310124644,,0.8746013786169581
7,54,OPT-SEM-IND,0.2,0.2752312351632611,0.07514630952413541,,0.8773533908452613
8,54,USS,0.2,0.6545667932243581,0.15952394424902203,,0.9112315134963844
9,54,ESSA,0.2,0.41403299238247493,0.16729623623211634,,0.902839611397921
10,111,PL,0.2,1.5308962443947496,0.14179632276862575,,1.0180553842028575
11,111,OPT-LOC-DP,0.2,1.0459984959367936,0.026479754998128078,,1.0469031251198317
12,111,OPT-SEM-IND,0.2,0.24097582449160626,0.0,,1.047973050405489
13,111,USS,0.2,0.6877286587106191,0.14076997272010044,,1.04797305040549
14,111,ESSA,0.2,0.39471305949503344,0.1473416196403967,,1.04527345555409
15,243,PL,0.2,1.7088138375710404,0.15694879553806318,,0.38261516871437323
16,243,OPT-LOC-DP,0.2,0.38336224566161003,0.04617500551356379,,0.3717821192931753
17,243,OPT-SEM-IND,0.2,0.16927008261500798,0.0,,0.3906281364541772
18,243,USS,0.2,0.8935448419477491,0.13605033112286766,,0.3906281364541772
19,243,ESSA,0.2,0.40163486416361804,0.14641241003501643,,0.3897665210428617
20,378,PL,0.2,1.3560915640289775,0.15415352818426545,,0.3791792970890967
21,378,OPT-LOC-DP,0.2,0.39140094608228315,0.0,,0.39140094608228326
22,378,OPT-SEM-IND,0.2,0.2365296006588509,0.0,,0.39140094608228326
23,378,USS,0.2,0.7222433990195213,0.1352124383854888,,0.39140094608228315
24,378,ESSA,0.2,0.40175359750342876,0.12882134263574757,,0.3902623894828723
25,457,PL,0.2,1.5392120023354388,0.1291397890576574,,0.5970236497644763
26,457,OPT-LOC-DP,0.2,0.5931076708606593,0.0454808372389294,,0.589749473441782
27,457,OPT-SEM-IND,0.2,0.19381666466778746,0.05486145642924021,,0.6000124293598972
28,457,USS,0.2,0.8041249507505549,0.11462822934557057,,0.6087476039011332
29,457,ESSA,0.2,0.402640197262146,0.12963052422332966,,0.6083859880934754
30,578,PL,0.2,1.7065156896033886,0.13608373647753122,,0.8456928167427775
31,578,OPT-LOC-DP,0.2,0.8999676181017525,0.041008931803115184,,0.851379702141414
32,578,OPT-SEM-IND,0.2,0.2715265706415961,0.04366946495584641,,0.8792949172961568
33,578,USS,0.2,0.8484062675835949,0.12006896867532028,,0.9002330764097541
34,578,ESSA,0.2,0.42206680301552546,0.12623363593621176,,0.8943651046038023
35,590,PL,0.2,1.3868673942179714,0.15936472407254595,,0.5956876987245378
36,590,OPT-LOC-DP,0.2,0.5961639018253673,0.05195639628753338,,0.5896261629803543
37,590,OPT-SEM-IND,0.2,0.2068707558255993,0.0,,0.6017702704188473
38,590,USS,0.2,0.609219428859075,0.14269204484690196,,0.6017702704188472
39,590,ESSA,0.2,0.3881463617589696,0.14779622122844757,,0.6011643745502513
