,uid,method,epsilon,mean_ql,kl_div,max_div,adv_err
0,22,PL,0.1,2.091151927360123,0.05240919931295582,2.9534048298133913,0.6799879923963393
1,22,OPT-LOC-DP,0.1,0.7655519838114787,0.0,0.0,0.765551983811481
2,22,PL,0.30000000000000004,1.9009747582848686,0.05847926453919009,2.796821087513799,0.5283529435504657
3,22,OPT-LOC-DP,0.30000000000000004,0.7655519838114787,0.0,0.0,0.765551983811481
4,22,PL,0.5000000000000001,1.72164227340389,0.06702880174652953,3.243233956332146,0.40541589487168533
5,22,OPT-LOC-DP,0.5000000000000001,0.7655519838114787,0.0,0.0,0.765551983811481
6,22,PL,0.7000000000000001,1.5563202653015822,0.07830034111728158,3.52860649786258,0.311041350306007
7,22,OPT-LOC-DP,0.7000000000000001,0.7655519838114787,0.0,0.0,0.765551983811481
8,22,PL,0.9000000000000001,1.4075938364448035,0.09255903884301302,3.762442805376833,0.24205099775704034
9,22,OPT-LOC-DP,0.9000000000000001,0.7655519838114787,0.0,0.0,0.765551983811481
10,22,PL,1.1000000000000003,1.2771486098731488,0.10453460055796776,3.7184777525770363,0.19373048139461857
11,22,OPT-LOC-DP,1.1000000000000003,0.7604857096216341,0.11294618668352292,0.3529530891822322,0.45313664925743075
12,22,PL,1.3000000000000003,1.1634722289853985,0.11840712782325838,3.8977545782341867,0.16120658570894703
13,22,OPT-LOC-DP,1.3000000000000003,0.751961040444998,0.14790170477288747,0.47476749893037246,0.4197199393516007
14,22,PL,1.5000000000000004,1.0641117425054527,0.13089714211527986,4.063701061360263,0.140266467832327
15,22,OPT-LOC-DP,1.5000000000000004,0.7257583621772632,0.18721253401993918,0.6260338738386496,0.4003520442452329
16,22,PL,1.7000000000000004,0.9775457260381145,0.14632080901757946,4.227014633529259,0.12764195397527364
17,22,OPT-LOC-DP,1.7000000000000004,0.6933697053404612,0.20960799084181808,0.7240661005749144,0.37747060739607985
18,22,PL,1.9000000000000004,0.902016029159773,0.16046236305848907,4.345996411838596,0.12097063663011942
19,22,OPT-LOC-DP,1.9000000000000004,0.6606702430451714,0.2301715465900172,0.8227572312932782,0.3567373805051067
