,uid,method,ndim,mean_ql
364,31486,ESSA,4,0.8718531393100485
365,36273,PL,4,1.2246630430213366
366,36273,OPT-LOC-DP,4,0.9883531410511717
367,36273,OPT-SEM-IND,4,0.5262981730360238
368,36273,USS,4,1.5533669904328915
369,36273,ESSA,4,0.8464789827003175
370,44524,PL,4,1.3267537679485084
371,44524,OPT-LOC-DP,4,0.2161429015647503
372,44524,OPT-SEM-IND,4,0.19465497139118282
373,44524,USS,4,2.5315016014466987
374,44524,ESSA,4,0.9401282982741166
375,52943,PL,4,1.2087156579064169
376,52943,OPT-LOC-DP,4,0.4996991982937218
377,52943,OPT-SEM-IND,4,0.37129792324709043
378,52943,USS,4,1.80823028643301
379,52943,ESSA,4,0.849267058646119
380,79128,PL,4,1.2266242902107674
381,79128,OPT-LOC-DP,4,0.743741858006292
382,79128,OPT-SEM-IND,4,0.47061626982999777
383,79128,USS,4,1.8874615334734353
384,79128,ESSA,4,0.8472488559473895
385,104357,PL,4,1.2095394066649565
386,104357,OPT-LOC-DP,4,0.8510439388489822
387,104357,OPT-SEM-IND,4,0.4998167128358557
388,104357,USS,4,1.4847039962420094
389,104357,ESSA,4,0.8330740342885752
390,122586,PL,4,1.182802340326589
391,122586,OPT-LOC-DP,4,0.7572755632649968
392,122586,OPT-SEM-IND,4,0.4100554607173049
393,122586,USS,4,1.7715323885317233
394,122586,ESSA,4,0.8494994333265031
395,153607,PL,4,1.2458750091796118
396,153607,OPT-LOC-DP,4,0.6062573993936285
397,153607,OPT-SEM-IND,4,0.4741020186731092
398,153607,USS,4,1.0781631774387344
399,153607,ESSA,4,0.8404119063403744
400,22,PL,5,1.2423561496143065
401,22,OPT-LOC-DP,5,1.024905547054325
402,22,OPT-SEM-IND,5,0.6179034145701137
403,22,USS,5,1.7055365704027838
404,22,ESSA,5,0.9862607269385048
405,590,PL,5,1.16546853675879
406,590,OPT-LOC-DP,5,0.576999073547336
407,590,OPT-SEM-IND,5,0.42707260824320925
408,590,USS,5,1.3768964536467605
409,590,ESSA,5,0.9242828036887297
410,1255,PL,5,1.218695465477924
411,1255,OPT-LOC-DP,5,0.9253067246040669
412,1255,OPT-SEM-IND,5,0.5749292522808632
413,1255,USS,5,1.699195027453481
414,1255,ESSA,5,0.9548502188751797
415,1810,PL,5,1.1645106322578012
416,1810,OPT-LOC-DP,5,0.43109823745435183
417,1810,OPT-SEM-IND,5,0.36896688112167003
418,1810,USS,5,1.532583596224963
419,1810,ESSA,5,0.9622244930210332
420,3480,PL,5,1.2095325038482996
421,3480,OPT-LOC-DP,5,0.679167807324269
422,3480,OPT-SEM-IND,5,0.4739908824352915
423,3480,USS,5,1.79974714715474
424,3480,ESSA,5,0.9892095945354381
425,4584,PL,5,1.1771302508433814
426,4584,OPT-LOC-DP,5,0.6930770512579842
427,4584,OPT-SEM-IND,5,0.49842193962828957
428,4584,USS,5,1.4051116931799459
429,4584,ESSA,5,0.9055944294305167
430,4907,PL,5,1.316733949950561
431,4907,OPT-LOC-DP,5,0.9411208862047289
432,4907,OPT-SEM-IND,5,0.606365584512256
433,4907,USS,5,2.3621978839927436
434,4907,ESSA,5,1.1003177433339935
435,4985,PL,5,1.2426049706231062
436,4985,OPT-LOC-DP,5,0.6643748369029769
437,4985,OPT-SEM-IND,5,0.5092126309512802
438,4985,USS,5,2.0523586543506385
439,4985,ESSA,5,1.0556577042880613
440,6798,PL,5,1.2349562260442764
441,6798,OPT-LOC-DP,5,0.9975851203453491
442,6798,OPT-SEM-IND,5,0.5628839763937237
443,6798,USS,5,1.609388231858639
444,6798,ESSA,5,0.9649883791663709
445,10492,PL,5,1.2519119282604791
446,10492,OPT-LOC-DP,5,0.925955482885922
447,10492,OPT-SEM-IND,5,0.5619372466766758
448,10492,USS,5,2.067136394863163
449,10492,ESSA,5,1.0296909708945665
450,15584,PL,5,1.1756402388587452
451,15584,OPT-LOC-DP,5,0.4166883888610171
452,15584,OPT-SEM-IND,5,0.3984347895172675
453,15584,USS,5,1.6963277081865904
454,15584,ESSA,5,0.9175992837373275
455,26352,PL,5,1.2121382354370416
456,26352,OPT-LOC-DP,5,0.9344616829638693
457,26352,OPT-SEM-IND,5,0.5752504883994213
458,26352,USS,5,1.6108651362061983
459,26352,ESSA,5,0.9322708248508164
460,31486,PL,5,1.2819673831110947
461,31486,OPT-LOC-DP,5,1.0153354859269472
462,31486,OPT-SEM-IND,5,0.5989230835425177
463,31486,USS,5,2.0635667647617626
464,31486,ESSA,5,1.047569556029228
465,36273,PL,5,1.2246630430213366
466,36273,OPT-LOC-DP,5,0.9883531410511717
467,36273,OPT-SEM-IND,5,0.5825079682922112
468,36273,USS,5,1.6098198908037251
469,36273,ESSA,5,0.9446869714039359
470,44524,PL,5,1.3267537679485084
471,44524,OPT-LOC-DP,5,0.2161429015647503
472,44524,OPT-SEM-IND,5,0.2161429015647503
473,44524,USS,5,2.7227968409769585
474,44524,ESSA,5,1.1268867099686786
475,52943,PL,5,1.2087156579064169
476,52943,OPT-LOC-DP,5,0.4996991982937218
477,52943,OPT-SEM-IND,5,0.406682978058528
478,52943,USS,5,1.8116675025758413
479,52943,ESSA,5,1.009921467810572
480,79128,PL,5,1.2266242902107674
481,79128,OPT-LOC-DP,5,0.743741858006292
482,79128,OPT-SEM-IND,5,0.5379929633794386
483,79128,USS,5,1.978995939489296
484,79128,ESSA,5,0.9837438079866043
485,104357,PL,5,1.2095394066649565
486,104357,OPT-LOC-DP,5,0.8510439388489822
487,104357,OPT-SEM-IND,5,0.5528217669863905
488,104357,USS,5,1.5859689995587034
489,104357,ESSA,5,0.9436477088327674
490,122586,PL,5,1.182802340326589
491,122586,OPT-LOC-DP,5,0.7572755632649968
492,122586,OPT-SEM-IND,5,0.44668084709300565
493,122586,USS,5,1.7960852845214466
494,122586,ESSA,5,0.9665724255969551
495,153607,PL,5,1.2458750091796118
496,153607,OPT-LOC-DP,5,0.6062573993936285
497,153607,OPT-SEM-IND,5,0.5203903250967026
498,153607,USS,5,1.191282926011485
499,153607,ESSA,5,0.9190545360725221
