,uid,method,epsilon,mean_ql,kl_div,max_div,adv_err
0,1671,PL,0.1,1.2369082162694638,0.05357297177485673,3.458569384033797,0.8489801925116578
1,1671,OPT-GEO-IND,0.1,0.8514066437453607,0.03615845269271923,0.15176602108380793,0.8467254866668211
2,1671,OPT-SEM-IND,0.1,0.14088225869093327,0.02769703793820602,0.07824288739909123,0.8490553821763966
3,1671,USS,0.1,0.4804670629695825,0.05691515943221868,0.28784600301051166,0.8538439673698048
4,1671,ESS,0.1,0.4742271215111839,0.0572228701540512,0.28893251932553776,0.8524633713461675
5,1671,PL,0.30000000000000004,1.1689098312750423,0.058979893795473054,2.9886501711949527,0.834118800371498
6,1671,OPT-GEO-IND,0.30000000000000004,0.8364513472299235,0.08997318609950142,0.4563099378411347,0.8022641266944246
7,1671,OPT-SEM-IND,0.30000000000000004,0.13619931541070923,0.0606186306100078,0.1726326115601937,0.8396804813996372
8,1671,ESS,0.30000000000000004,0.4625843914981585,0.05754620192948209,0.2935144409504339,0.849665691892654
9,1671,PL,0.5000000000000001,1.1027169413540339,0.06775861971913054,3.299866893344908,0.8141324207532945
10,1671,OPT-GEO-IND,0.5000000000000001,0.8133748785750553,0.11831831551411412,0.6293563664829959,0.7908003917032576
11,1671,OPT-SEM-IND,0.5000000000000001,0.13196452953861315,0.0909686754069065,0.2619135961702807,0.8286771456065563
12,1671,ESS,0.5000000000000001,0.45118325696895983,0.059191155077172486,0.30003522656275794,0.8468200364927542
13,1671,PL,0.7000000000000001,1.0347855664667536,0.08025659514032393,3.996376931908586,0.7919339407770625
14,1671,OPT-GEO-IND,0.7000000000000001,0.7830147940077365,0.17168061143806987,0.6908148082294573,0.758608319640348
15,1671,OPT-SEM-IND,0.7000000000000001,0.12662815677516295,0.14261150427260977,0.4713684390142596,0.8222640346308299
16,1671,ESS,0.7000000000000001,0.4407389512660678,0.062491562257651095,0.31898506283418493,0.8439272631020628
17,1671,PL,0.9000000000000001,0.9709762054115201,0.09352038944126474,3.7084985330084517,0.765121326999556
18,1671,OPT-GEO-IND,0.9000000000000001,0.7475012360040989,0.20038576683496243,1.2497753592181848,0.7349435048667533
19,1671,OPT-SEM-IND,0.9000000000000001,0.1212849353707219,0.17911334470828794,0.598457380467205,0.8141897502264726
20,1671,ESS,0.9000000000000001,0.4296724647189885,0.06594779144237782,0.33720325739465984,0.8409882852170036
21,1671,PL,1.1000000000000003,0.9124715414580593,0.10665990612848952,3.784950549322828,0.7374355378228352
22,1671,OPT-GEO-IND,1.1000000000000003,0.7099079048009802,0.1982893807487894,0.9448408263561922,0.7210083729806925
23,1671,OPT-SEM-IND,1.1000000000000003,0.1155405783129868,0.2176764397940823,0.7376442565505131,0.8029070779222981
24,1671,ESS,1.1000000000000003,0.41924420872088075,0.07014904814441515,0.3638212027028372,0.8380040708126439
25,1671,PL,1.3000000000000003,0.8558279277224982,0.1201506727756227,4.118041613650404,0.7114366580006218
26,1671,OPT-GEO-IND,1.3000000000000003,0.6723351878506009,0.22612261474197826,1.0730965288118526,0.6813392174600188
27,1671,OPT-SEM-IND,1.3000000000000003,0.10931207333918012,0.2584756983468842,0.887665694500242,0.7905150453913371
28,1671,ESS,1.3000000000000003,0.40887828417454414,0.07418876931977189,0.3852340998776767,0.8349756411091244
29,1671,PL,1.5000000000000004,0.8033122230138211,0.13563307600053906,3.889800876773113,0.6852814272808998
30,1671,OPT-GEO-IND,1.5000000000000004,0.6371955425342886,0.26168606504044106,2.771576330938221,0.6194502291241787
31,1671,OPT-SEM-IND,1.5000000000000004,0.10331801335634361,0.3019826953054779,1.174401711443138,0.7756142866106527
32,1671,ESS,1.5000000000000004,0.39862777671143695,0.07834605805152557,0.41121058562682444,0.8319040692643492
33,1671,PL,1.7000000000000004,0.7547912460018469,0.14989870285776072,4.10314776939654,0.6593769027208248
34,1671,OPT-GEO-IND,1.7000000000000004,0.6032821680692817,0.278943513732887,2.148080575041129,0.5394115947279852
35,1671,OPT-SEM-IND,1.7000000000000004,0.09611189884722315,0.3396659826088215,1.3024180482299714,0.6917502126817379
36,1671,ESS,1.7000000000000004,0.3886708816848769,0.08248597881411938,0.4336758947454953,0.828790479079935
37,1671,PL,1.9000000000000004,0.7102903610039171,0.16352119402992438,4.587937065593647,0.6359444574441874
38,1671,OPT-GEO-IND,1.9000000000000004,0.571665207987584,0.29143652353490607,1.4360953760482147,0.5044750732615629
39,1671,OPT-SEM-IND,1.9000000000000004,0.08792442464828698,0.37130143008098115,1.4499387690313943,0.6805652949388968
40,1671,ESS,1.9000000000000004,0.3792466646302635,0.08719408372592168,0.45935422196366765,0.8256360437936481
